customer_id,tenure_months,monthly_charges,support_tickets,contract,region,churned
C00659,21,70.66,2,month-to-month,east,0
C00660,13,84.26,3,month-to-month,west,1
C00661,53,85.45,0,two-year,north,0
C00662,3,108.8,4,two-year,south,1
C00663,15,101.92,3,one-year,west,0
C00664,43,44.97,1,two-year,north,0
C00665,50,112.09,2,month-to-month,west,0
C00666,36,56.73,2,two-year,west,0
C00667,62,96.12,2,month-to-month,north,1
C00668,66,71.7,2,month-to-month,north,0
C00669,10,59.7,3,month-to-month,east,1
C00670,68,24.81,4,month-to-month,north,0
C00671,44,65.71,2,one-year,east,0
C00672,46,31.02,2,one-year,north,0
C00673,7,94.18,2,month-to-month,east,1
C00674,45,107.92,3,two-year,south,0
C00675,52,50.08,2,month-to-month,east,1
C00676,42,77.55,0,month-to-month,west,0
C00677,6,51.87,3,one-year,south,0
C00678,38,54.29,2,month-to-month,east,0
C00679,67,89.36,7,month-to-month,east,1
C00680,52,69.04,2,one-year,west,0
C00681,10,113.49,1,month-to-month,north,0
C00682,69,57.94,1,month-to-month,north,0
C00683,69,94.98,1,one-year,south,1
C00684,13,72.44,0,month-to-month,east,1
C00685,57,89.89,2,two-year,west,1
C00686,29,58.82,0,one-year,south,0
C00687,43,68.76,1,month-to-month,north,0
C00688,32,67.11,2,month-to-month,east,0
C00689,56,49.1,1,month-to-month,east,0
C00690,71,86.55,2,one-year,south,0
C00691,57,86.26,1,month-to-month,north,0
C00692,67,84.84,1,two-year,west,1
C00693,68,108.42,2,month-to-month,west,1
C00694,7,106.23,3,one-year,east,0
C00695,18,60.63,1,month-to-month,east,0
C00696,52,79.33,4,month-to-month,south,1
C00697,42,54.41,3,month-to-month,south,0
C00698,4,70.58,5,one-year,north,1
C00699,7,55.01,1,two-year,north,0
C00700,37,110.5,1,month-to-month,south,0
C00701,44,79.09,1,month-to-month,south,1
C00702,12,64.55,1,month-to-month,north,1
C00703,13,99.84,1,month-to-month,west,1
C00704,10,15.73,3,two-year,south,0
C00705,41,19.65,3,two-year,east,0
C00706,1,89.9,2,two-year,south,0
C00707,41,71.51,2,month-to-month,south,1
C00708,34,76.26,0,month-to-month,west,0
C00709,34,36.84,5,one-year,east,1
C00710,49,69.42,0,month-to-month,west,0
C00711,38,120.09,1,one-year,south,1
C00712,52,90.6,1,month-to-month,south,0
C00713,55,74.24,0,month-to-month,south,1
C00714,66,59.02,1,two-year,east,0
C00715,57,60.14,1,month-to-month,south,0
C00716,37,16.77,1,two-year,south,0
C00717,35,76.44,3,month-to-month,north,1
C00718,17,91.14,0,month-to-month,east,0
C00719,43,30.61,2,month-to-month,east,0
C00720,10,53.46,1,month-to-month,east,1
C00721,67,41.06,4,month-to-month,west,0
C00722,60,45.87,1,month-to-month,west,0
C00723,9,71.34,0,one-year,west,0
C00724,56,17.89,3,two-year,north,0
C00725,9,85.36,0,month-to-month,west,1
C00726,52,88.85,1,month-to-month,south,1
C00727,7,63.72,2,month-to-month,south,0
C00728,35,15.0,0,one-year,south,0
C00729,47,45.09,1,one-year,south,0
C00730,52,100.82,0,month-to-month,west,0
C00731,30,15.0,2,month-to-month,east,1
C00732,66,61.31,1,month-to-month,west,0
C00733,55,40.5,1,month-to-month,west,0
C00734,15,90.11,1,month-to-month,south,1
C00735,48,53.12,1,two-year,east,0
C00736,52,80.1,0,month-to-month,east,0
C00737,24,84.14,2,month-to-month,south,0
C00738,53,115.91,0,month-to-month,east,0
C00739,64,64.93,3,one-year,east,0
C00740,59,79.4,1,month-to-month,west,1
C00741,55,32.87,0,month-to-month,west,1
C00742,46,99.76,1,month-to-month,east,1
C00743,20,50.99,1,one-year,west,0
C00744,57,55.98,1,month-to-month,north,0
C00745,26,69.44,3,two-year,west,1
C00746,38,30.93,1,month-to-month,south,0
C00747,23,75.72,1,month-to-month,south,1
C00748,23,94.19,1,two-year,west,1
C00749,12,77.32,0,two-year,south,0
C00750,69,30.28,0,month-to-month,west,0
C00751,11,66.9,2,two-year,south,0
C00752,7,88.55,1,month-to-month,south,1
C00753,67,23.05,1,month-to-month,south,0
C00754,40,43.13,2,two-year,south,0
C00755,32,91.91,1,one-year,west,0
C00756,53,76.75,0,month-to-month,north,0
C00757,28,80.3,2,one-year,east,0
C00758,10,116.49,2,month-to-month,west,1
C00759,52,81.71,0,month-to-month,south,0
C00760,13,86.45,1,two-year,east,0
C00761,40,137.77,3,month-to-month,south,1
C00762,68,64.65,7,one-year,north,0
C00763,67,50.05,3,one-year,east,1
C00764,26,80.69,3,one-year,west,1
C00765,56,80.97,5,month-to-month,east,1
C00766,44,56.83,0,two-year,south,0
C00767,35,44.19,2,one-year,north,0
C00768,10,127.75,2,one-year,west,1
C00769,27,78.17,0,month-to-month,west,1
C00770,47,51.69,2,month-to-month,west,1
C00771,71,92.9,1,month-to-month,south,1
C00772,1,67.27,2,month-to-month,east,0
C00773,51,63.68,0,month-to-month,south,0
C00774,61,84.06,2,one-year,north,0
C00775,68,37.7,1,two-year,north,0
C00776,31,78.82,1,month-to-month,south,0
C00777,9,117.82,1,month-to-month,east,1
C00778,20,81.65,2,one-year,north,1
C00779,61,60.59,1,month-to-month,east,0
C00780,63,57.32,2,two-year,south,0
C00781,46,59.74,5,month-to-month,west,0
C00782,9,63.65,3,month-to-month,south,0
C00783,9,60.55,2,month-to-month,north,0
C00784,34,92.91,2,two-year,south,1
C00785,42,26.67,3,month-to-month,west,1
C00786,3,91.55,2,one-year,south,1
C00787,49,60.51,1,month-to-month,east,0
C00788,39,79.42,0,month-to-month,west,0
C00789,1,41.83,3,two-year,south,0
C00790,7,103.22,1,month-to-month,east,1
C00791,33,101.14,0,month-to-month,north,0
C00792,52,93.99,0,month-to-month,south,0
C00793,59,32.13,1,two-year,south,0
C00794,31,90.73,0,month-to-month,east,0
C00795,21,80.12,0,month-to-month,west,1
C00796,69,29.87,4,two-year,south,1
C00797,33,69.39,0,one-year,south,0
C00798,23,79.11,1,two-year,west,0
C00799,32,83.9,1,one-year,south,0
C00800,1,74.43,1,one-year,east,1
C00801,22,77.28,4,month-to-month,east,1
C00802,37,106.84,0,month-to-month,north,0
C00803,66,100.65,2,one-year,west,1
C00804,53,15.0,2,one-year,south,0
C00805,56,62.06,2,two-year,east,0
C00806,39,65.88,1,one-year,south,0
C00807,8,26.2,2,month-to-month,west,1
C00808,28,72.35,2,month-to-month,east,1
C00809,71,101.22,4,one-year,north,0
C00810,4,42.84,2,month-to-month,north,1
C00811,63,78.41,1,one-year,west,1
C00812,49,47.1,1,one-year,east,0
C00813,21,53.2,2,month-to-month,south,0
C00814,56,106.93,3,one-year,north,0
C00815,60,56.44,1,one-year,north,0
C00816,4,81.56,2,two-year,west,1
C00817,8,23.22,1,month-to-month,west,1
C00818,48,116.56,1,one-year,south,0
C00819,71,85.07,1,month-to-month,north,0
C00820,2,65.44,0,month-to-month,south,1
C00821,48,84.39,0,month-to-month,north,1
C00822,10,34.75,0,two-year,east,0
C00823,47,99.56,2,two-year,east,0
C00824,45,61.9,1,month-to-month,west,0
C00825,7,64.9,3,one-year,south,1
C00826,49,57.71,2,month-to-month,north,0
C00827,64,55.48,3,one-year,north,0
C00828,62,87.37,0,month-to-month,south,0
C00829,3,76.4,2,one-year,east,1
C00830,18,86.29,2,month-to-month,north,0
C00831,18,69.78,1,one-year,west,0
C00832,33,82.83,0,month-to-month,south,1
C00833,11,59.53,0,one-year,west,0
C00834,61,125.74,3,one-year,south,0
C00835,56,30.8,4,month-to-month,north,0
C00836,58,101.52,2,month-to-month,north,1
C00837,15,104.2,1,two-year,east,0
C00838,2,48.7,1,one-year,east,0
C00839,65,125.73,2,month-to-month,west,1
C00840,21,94.89,0,month-to-month,west,1
C00841,47,94.28,3,month-to-month,north,1
C00842,65,70.7,3,one-year,south,0
C00843,3,64.57,3,one-year,north,1
C00844,1,64.76,0,month-to-month,north,0
C00845,1,79.76,1,one-year,north,1
C00846,12,105.03,1,one-year,north,0
C00847,4,74.53,1,one-year,east,1
C00848,59,47.21,0,month-to-month,north,0
C00849,44,90.61,0,month-to-month,north,0
C00850,70,93.03,0,month-to-month,north,0
C00851,57,86.37,1,month-to-month,east,0
C00852,69,88.64,1,month-to-month,east,0
C00853,17,63.23,0,month-to-month,west,1
C00854,21,46.78,2,month-to-month,north,1
C00855,61,48.3,3,one-year,north,0
C00856,18,29.11,3,month-to-month,south,1
C00857,5,75.92,1,one-year,east,1
C00858,48,67.91,0,month-to-month,north,1
C00859,57,59.0,1,one-year,north,0
C00860,69,15.0,1,month-to-month,south,0
C00861,66,38.82,1,one-year,north,0
C00862,9,98.02,1,one-year,south,0
C00863,55,53.38,1,month-to-month,west,1
C00864,61,79.01,1,one-year,east,1
C00865,50,35.23,0,month-to-month,south,0
C00866,59,105.97,0,one-year,south,0
C00867,60,66.4,0,month-to-month,west,0
C00868,32,77.25,0,month-to-month,east,0
C00869,3,128.14,2,month-to-month,east,1
C00870,33,107.91,2,two-year,west,1
C00871,15,62.34,1,month-to-month,north,1
C00872,9,55.17,0,one-year,north,0
C00873,9,61.86,4,month-to-month,south,1
C00874,50,82.75,0,month-to-month,south,0
C00875,36,67.37,1,month-to-month,north,0
C00876,39,60.12,0,two-year,north,0
C00877,53,106.68,0,one-year,west,0
C00878,39,67.14,1,month-to-month,east,1
C00879,45,127.49,0,one-year,east,0
C00880,7,72.27,2,month-to-month,north,1
C00881,61,114.63,1,month-to-month,south,0
C00882,32,78.93,0,month-to-month,east,1
C00883,12,94.07,1,month-to-month,east,0
C00884,58,51.88,0,month-to-month,east,0
C00885,53,48.66,1,one-year,east,1
C00886,4,81.49,0,month-to-month,south,1
C00887,14,94.71,1,two-year,west,1
C00888,2,71.01,2,one-year,south,0
C00889,20,37.84,1,two-year,north,0
C00890,8,35.99,1,one-year,west,1
C00891,51,34.32,0,two-year,north,0
C00892,38,25.81,3,month-to-month,south,1
C00893,70,72.74,2,month-to-month,north,0
C00894,54,98.13,2,month-to-month,north,1
C00895,44,69.66,2,two-year,south,0
C00896,37,15.0,1,month-to-month,north,0
C00897,4,65.23,3,one-year,south,1
C00898,5,65.93,1,one-year,west,0
C00899,44,122.4,2,month-to-month,north,0
C00900,1,33.57,1,two-year,west,0
C00901,4,60.23,3,month-to-month,south,0
C00902,16,112.65,2,month-to-month,east,1
C00903,63,81.25,3,one-year,south,0
C00904,33,84.08,3,month-to-month,south,1
C00905,51,72.86,1,month-to-month,north,0
C00906,30,78.25,1,month-to-month,east,1
C00907,13,89.44,2,month-to-month,west,1
C00908,27,49.76,2,one-year,east,1
C00909,7,91.95,0,two-year,east,1
C00910,55,35.67,0,month-to-month,east,0
C00911,14,78.21,2,month-to-month,south,0
C00912,27,74.47,0,month-to-month,north,0
C00913,70,54.59,1,two-year,east,0
C00914,43,69.43,1,one-year,west,0
C00915,33,54.44,1,month-to-month,south,0
C00916,39,43.21,3,month-to-month,west,1
C00917,56,61.16,0,two-year,west,0
C00918,19,42.4,0,two-year,north,0
C00919,46,78.07,2,month-to-month,east,1
C00920,62,41.25,0,two-year,east,0
C00921,41,87.8,1,month-to-month,south,0
C00922,32,40.46,3,month-to-month,east,1
C00923,11,55.84,2,one-year,west,0
C00924,18,54.38,1,month-to-month,east,1
C00925,68,103.13,4,month-to-month,west,0
C00926,39,78.26,4,two-year,west,0
C00927,22,64.71,2,two-year,west,0
C00928,30,82.47,4,month-to-month,west,1
C00929,42,17.32,1,one-year,north,0
C00930,39,68.92,2,one-year,north,0
C00931,50,119.94,3,one-year,north,0
C00932,19,73.31,2,two-year,north,1
C00933,47,71.7,4,one-year,east,0
C00934,32,83.7,1,month-to-month,east,0
C00935,67,92.39,1,month-to-month,south,0
C00936,12,20.06,1,two-year,north,0
C00937,11,27.94,2,two-year,east,0
C00938,33,75.26,1,month-to-month,south,1
C00939,37,52.13,1,month-to-month,west,1
C00940,50,102.8,1,one-year,north,1
C00941,29,62.12,1,month-to-month,south,1
C00942,65,21.64,1,month-to-month,north,0
C00943,34,38.3,1,two-year,south,0
C00944,10,15.0,2,two-year,west,1
C00945,9,64.15,1,two-year,south,1
C00946,70,65.29,1,one-year,south,0
C00947,10,59.39,4,month-to-month,south,1
C00948,68,96.97,4,two-year,south,0
C00949,20,99.96,2,month-to-month,east,1
C00950,7,65.74,4,month-to-month,west,1
C00951,22,16.63,0,two-year,east,1
C00952,44,85.43,0,one-year,east,0
C00953,31,83.88,1,two-year,south,1
C00954,56,77.73,3,month-to-month,north,1
C00955,44,94.54,1,two-year,east,0
C00956,29,40.88,1,one-year,west,0
C00957,46,120.22,0,one-year,east,0
C00958,69,46.01,0,two-year,north,0
C00959,30,88.73,1,month-to-month,east,1
C00960,11,27.82,3,one-year,west,0
C00961,30,46.74,0,one-year,north,0
C00962,60,107.91,1,one-year,north,0
C00963,16,63.48,2,two-year,east,0
C00964,68,91.0,0,one-year,south,0
C00965,42,75.92,1,month-to-month,east,1
C00966,43,67.38,1,month-to-month,east,0
C00967,23,104.1,2,two-year,south,1
C00968,66,64.08,0,two-year,north,0
C00969,3,25.48,1,two-year,east,1
C00970,22,49.92,0,month-to-month,south,0
C00971,30,83.78,2,month-to-month,west,0
C00972,34,79.89,1,one-year,south,0
C00973,34,30.82,1,one-year,north,0
C00974,11,51.89,2,month-to-month,west,0
C00975,17,55.46,0,one-year,east,0
C00976,7,60.86,2,month-to-month,east,1
C00977,41,35.6,3,month-to-month,west,1
C00978,25,54.29,2,month-to-month,west,0
C00979,41,51.78,1,month-to-month,west,0
C00980,42,89.29,0,month-to-month,west,0
C00981,50,90.23,2,two-year,south,0
C00982,39,66.35,0,one-year,north,0
C00983,47,60.2,2,two-year,east,0
C00984,42,73.5,0,month-to-month,west,0
C00985,47,49.59,2,month-to-month,west,0
C00986,44,41.33,3,month-to-month,east,1
C00987,23,46.49,2,one-year,east,0
C00988,18,54.13,5,month-to-month,east,0
C00989,56,40.91,1,one-year,north,0
C00990,25,74.05,0,two-year,north,0
C00991,39,88.24,2,two-year,north,0
C00992,14,30.32,1,month-to-month,west,1
C00993,31,70.63,1,month-to-month,west,1
C00994,38,64.5,0,month-to-month,south,1
C00995,45,78.54,1,month-to-month,south,0
C00996,38,69.68,1,one-year,south,0
C00997,26,33.66,2,month-to-month,north,1
C00998,69,38.44,0,one-year,south,1
C00999,37,70.74,0,month-to-month,south,0
C01000,58,95.72,2,two-year,east,0
C01001,53,15.0,2,two-year,west,0
C01002,40,78.64,4,month-to-month,north,1
C01003,63,99.74,0,two-year,south,0
C01004,10,66.17,0,month-to-month,west,1
C01005,66,83.76,1,one-year,west,0
C01006,61,52.42,4,two-year,west,1
C01007,36,67.02,1,two-year,east,0
C01008,53,29.48,4,two-year,north,0
C01009,37,15.0,3,month-to-month,west,0
C01010,20,93.57,0,two-year,east,0
C01011,57,45.38,1,one-year,west,0
C01012,18,58.61,3,month-to-month,west,0
C01013,23,35.34,1,month-to-month,south,0
C01014,37,34.75,2,one-year,north,0
C01015,60,65.65,0,one-year,east,0
C01016,28,51.76,0,month-to-month,south,1
C01017,36,79.45,2,two-year,north,0
C01018,3,81.31,0,one-year,south,0
C01019,9,78.02,1,month-to-month,west,1
C01020,4,75.97,5,month-to-month,south,0
C01021,6,109.44,0,one-year,south,0
C01022,62,43.31,0,one-year,east,0
C01023,60,68.63,1,one-year,east,0
C01024,59,98.32,3,month-to-month,south,0
C01025,4,101.61,2,one-year,west,0
C01026,6,34.46,4,one-year,east,0
C01027,20,62.19,2,two-year,north,1
C01028,41,103.95,1,month-to-month,south,1
C01029,24,82.7,0,one-year,west,0
C01030,35,74.88,1,month-to-month,north,0
C01031,13,64.56,1,month-to-month,north,0
C01032,52,60.4,1,one-year,east,0
C01033,23,77.21,1,one-year,south,0
C01034,5,63.69,1,month-to-month,south,1
C01035,53,68.94,1,one-year,south,0
C01036,65,71.96,3,month-to-month,north,1
C01037,2,53.05,2,month-to-month,south,1
C01038,32,83.3,3,month-to-month,north,0
C01039,59,142.86,1,month-to-month,east,0
C01040,51,25.58,1,one-year,east,0
C01041,61,78.1,3,two-year,west,0
C01042,30,51.0,1,one-year,north,1
C01043,27,84.44,2,month-to-month,south,1
C01044,51,71.16,1,month-to-month,south,0
C01045,11,89.05,1,month-to-month,east,1
C01046,17,99.39,1,one-year,east,0
C01047,43,74.81,1,month-to-month,west,0
C01048,48,98.3,1,month-to-month,west,1
C01049,9,15.0,0,one-year,west,0
C01050,37,109.76,1,one-year,north,0
C01051,26,79.38,0,month-to-month,north,0
C01052,36,96.95,1,month-to-month,west,0
C01053,69,39.5,2,one-year,west,0
C01054,6,49.23,0,month-to-month,south,1
C01055,71,73.65,1,month-to-month,north,1
C01056,32,69.57,3,two-year,east,0
C01057,55,77.08,3,month-to-month,east,0
C01058,31,97.11,1,month-to-month,west,0
C01059,23,25.87,0,month-to-month,east,0
C01060,55,94.35,3,month-to-month,west,1
C01061,49,70.21,1,month-to-month,west,0
C01062,11,64.91,2,month-to-month,north,1
C01063,51,33.22,4,one-year,north,0
C01064,54,82.58,1,month-to-month,west,0
C01065,28,15.0,1,two-year,north,0
C01066,66,86.21,2,two-year,north,1
C01067,46,32.7,2,month-to-month,west,0
C01068,24,71.34,0,month-to-month,north,1
C01069,1,67.02,0,one-year,north,0
C01070,48,99.24,2,two-year,north,0
C01071,15,65.53,2,two-year,south,1
C01072,54,52.65,0,month-to-month,east,0
C01073,38,57.33,2,month-to-month,east,1
C01074,34,101.82,1,month-to-month,west,1
C01075,12,83.41,4,two-year,east,0
C01076,51,60.36,2,one-year,west,0
C01077,12,64.09,0,month-to-month,north,0
C01078,30,30.82,1,one-year,south,0
C01079,60,79.71,3,month-to-month,south,0
C01080,66,26.0,1,one-year,north,0
C01081,71,88.79,2,month-to-month,west,0
C01082,69,73.22,1,one-year,north,0
C01083,40,129.67,2,one-year,south,0
C01084,15,42.5,0,one-year,south,1
C01085,60,67.43,1,month-to-month,north,0
C01086,57,114.96,0,two-year,west,0
C01087,71,99.78,2,one-year,north,0
C01088,47,52.59,2,month-to-month,north,0
C01089,11,75.6,0,month-to-month,south,1
C01090,36,70.05,1,one-year,north,0
C01091,32,77.05,2,month-to-month,west,1
C01092,60,52.53,0,month-to-month,north,0
C01093,28,67.77,3,month-to-month,south,1
C01094,24,30.05,3,month-to-month,south,1
C01095,6,73.38,2,month-to-month,north,1
C01096,60,81.25,2,one-year,north,0
C01097,54,64.31,0,month-to-month,east,0
C01098,3,29.62,2,one-year,north,0
C01099,31,94.71,1,month-to-month,north,0
C01100,35,79.11,0,month-to-month,south,0
C01101,34,51.85,2,month-to-month,south,0
C01102,66,62.98,2,one-year,south,0
C01103,11,32.48,1,two-year,west,0
C01104,22,44.36,0,month-to-month,south,1
C01105,13,56.55,1,month-to-month,east,0
C01106,18,100.71,1,month-to-month,west,1
C01107,65,54.01,3,month-to-month,north,0
C01108,67,86.01,2,two-year,east,0
C01109,4,56.54,1,month-to-month,south,1
C01110,45,76.2,0,two-year,east,1
C01111,17,66.47,2,one-year,north,0
C01112,14,91.83,2,month-to-month,south,1
C01113,21,56.63,1,two-year,north,1
C01114,14,30.69,2,month-to-month,west,1
C01115,35,35.45,1,one-year,east,0
C01116,71,56.7,1,month-to-month,north,0
C01117,42,38.77,6,two-year,east,0
C01118,52,80.26,3,month-to-month,west,1
C01119,36,58.36,2,month-to-month,east,0
C01120,1,129.37,0,two-year,south,1
C01121,6,26.56,2,month-to-month,west,1
C01122,20,75.09,1,month-to-month,north,1
C01123,18,41.8,5,one-year,north,0
C01124,60,57.66,1,month-to-month,north,0
C01125,60,73.54,0,two-year,west,0
C01126,61,15.0,3,one-year,east,0
C01127,46,75.92,1,one-year,east,0
C01128,40,117.57,1,month-to-month,east,1
C01129,47,58.66,2,month-to-month,south,0
C01130,29,76.5,0,two-year,north,0
C01131,48,95.62,3,month-to-month,west,0
C01132,57,65.9,2,month-to-month,west,0
C01133,55,55.48,0,month-to-month,north,0
C01134,44,15.0,1,month-to-month,north,0
C01135,5,86.02,1,one-year,east,1
C01136,52,67.17,1,one-year,north,0
C01137,27,44.68,0,one-year,east,0
C01138,53,73.16,2,two-year,west,0
C01139,39,55.41,0,month-to-month,south,0
C01140,63,56.79,0,month-to-month,south,0
C01141,25,85.16,0,month-to-month,west,0
C01142,67,36.54,1,one-year,south,0
C01143,60,96.18,3,month-to-month,north,1
C01144,24,35.06,1,one-year,north,0
C01145,35,53.43,2,month-to-month,west,1
C01146,38,118.07,0,two-year,west,1
C01147,55,98.18,3,two-year,north,0
C01148,49,72.44,1,two-year,west,0
C01149,61,46.49,3,month-to-month,north,1
C01150,27,56.77,2,two-year,north,0
C01151,36,71.83,2,month-to-month,south,1
C01152,31,70.94,0,month-to-month,south,1
C01153,65,67.73,1,month-to-month,west,0
C01154,22,69.23,1,month-to-month,east,0
C01155,42,64.64,0,one-year,north,0
C01156,9,33.95,0,month-to-month,east,0
C01157,61,57.09,0,month-to-month,west,0
C01158,28,92.87,0,one-year,east,1
C01159,25,35.79,2,two-year,north,0
C01160,42,65.26,3,one-year,north,0
C01161,36,49.51,1,one-year,south,0
C01162,61,72.78,3,month-to-month,south,0
C01163,38,60.28,3,two-year,south,0
C01164,37,106.93,1,month-to-month,north,0
C01165,8,82.66,3,month-to-month,north,1
C01166,2,37.2,1,month-to-month,east,1
C01167,29,86.78,0,one-year,west,0
C01168,71,50.63,1,month-to-month,east,0
C01169,66,55.58,1,one-year,south,0
C01170,45,77.85,2,month-to-month,west,0
C01171,45,57.71,3,month-to-month,east,1
C01172,28,92.32,1,month-to-month,east,0
C01173,13,50.64,1,month-to-month,east,0
C01174,1,54.53,2,month-to-month,west,1
C01175,25,53.59,1,one-year,east,0
C01176,23,55.86,2,month-to-month,east,1
C01177,14,97.48,2,month-to-month,east,1
C01178,19,85.72,2,one-year,west,1
C01179,2,112.75,3,month-to-month,west,1
C01180,44,126.69,0,month-to-month,south,1
C01181,66,44.23,1,month-to-month,east,0
C01182,50,71.76,1,month-to-month,north,1
C01183,32,40.59,1,month-to-month,east,1
C01184,30,50.56,0,one-year,west,0
C01185,22,54.25,3,month-to-month,east,1
C01186,11,43.57,0,one-year,south,0
C01187,43,43.7,1,month-to-month,east,0
C01188,41,66.39,3,one-year,south,0
C01189,1,39.58,1,one-year,south,0
C01190,30,91.05,3,month-to-month,north,1
C01191,20,47.06,1,month-to-month,east,1
C01192,13,140.24,1,month-to-month,north,1
C01193,50,58.72,1,two-year,south,0
C01194,38,71.8,2,two-year,west,0
C01195,45,37.62,0,month-to-month,west,0
C01196,51,112.65,1,one-year,south,0
C01197,70,97.99,0,month-to-month,west,0
C01198,57,77.42,1,month-to-month,north,1
C01199,45,36.33,1,one-year,west,0
